This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from - 1 to - 1.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
198309,     94.12,    212.84,    238.98,    347.84,    364.49,    451.54,    384.75,    545.97,    879.42,    394.66
198310,    118.89,    300.37,    398.88,    384.68,    380.83,    531.91,    715.66,    457.18,    413.08,    182.38
198311,     83.27,    196.35,    238.78,    359.16,    457.10,    483.15,    416.29,    460.73,    660.65,    308.69
198312,    198.72,    363.47,    246.14,    605.58,    523.86,    375.84,    480.54,    399.39,    375.74,    147.14
198401,     96.44,    303.59,    273.00,    569.15,    550.53,    297.51,    399.97,    643.00,    530.17,    165.07
198402,    138.72,    392.42,    582.74,    422.97,    380.76,    248.51,    309.19,    345.90,    455.44,    155.25
198403,     79.38,    211.83,    272.09,    263.64,    428.58,    402.80,    561.84,    248.00,    451.85,    241.68
198404,     90.21,    326.51,    360.93,    392.39,    312.86,    408.24,    450.94,    476.63,    335.71,    203.30
198405,     81.63,    170.22,    238.49,    289.86,    356.22,    406.31,    604.20,    525.34,    549.21,    207.63
198406,     95.34,    292.68,    297.17,    277.07,    409.74,    654.26,    349.37,    218.92,    325.51,    134.69
198407,     93.28,    233.56,    332.20,    267.47,    421.39,    498.07,    444.14,    350.57,    356.09,    189.45
198408,     63.79,    141.49,    291.07,    331.15,    293.52,    346.61,    278.03,    382.45,    643.70,    265.06
198409,     50.21,    352.47,    406.47,    672.32,    477.16,    605.65,    546.97,    448.46,    353.04,    145.65
198410,    120.18,    217.36,    390.56,    327.27,    363.27,    447.96,    377.11,    755.64,    338.21,    113.22
198411,     57.11,    248.29,    289.19,    439.07,    243.10,    735.66,    529.67,    586.72,    468.30,    147.63
198412,     42.93,    191.32,    306.48,    505.09,    665.21,    274.10,    773.74,    403.99,    361.78,    153.37
198501,     49.68,    217.17,    299.23,    252.90,    803.34,    479.24,    696.52,    633.34,    382.17,    134.43
198502,    165.98,    285.46,    602.79,    566.79,    487.89,    831.63,    484.16,    299.08,    228.08,     90.09
198503,    131.01,    236.36,    541.17,    339.92,    742.58,    688.50,    533.09,    418.57,    403.36,     87.57
198504,     76.94,    260.70,    458.37,    376.85,    439.33,    284.75,    501.75,    586.70,    563.69,    230.16
198505,     80.86,    310.07,    321.04,    346.84,    466.00,    424.09,    400.88,    644.27,    523.57,    186.91
198506,     68.10,    226.00,    157.18,    584.50,    553.32,    591.75,    655.23,    762.26,    487.11,    288.87
198507,     72.35,    179.68,    481.89,    381.44,    613.90,    626.25,    829.65,    677.34,    303.15,    176.34
198508,    196.44,    465.38,    391.59,    862.11,    314.01,    382.88,    459.42,    469.52,    306.49,    100.57
198509,     84.75,    342.12,    349.15,    714.57,    705.37,    276.05,    673.21,    526.37,    447.57,    129.90
198510,     70.65,    238.31,    296.80,    421.84,    558.64,    503.52,    612.05,    443.41,    524.73,    184.16
198511,     65.91,    188.39,    254.64,    515.36,    371.65,    781.68,    787.42,    687.08,    417.37,    197.64
198512,     77.60,    233.26,    488.57,    442.61,    544.68,    665.71,    890.36,    573.61,    552.12,    184.24
198601,     96.35,    320.17,    287.70,    535.46,    655.62,    527.36,    810.38,    728.16,    611.72,    137.27
198602,    153.14,    354.03,    475.29,    734.55,    320.05,    674.01,    567.08,    546.36,    414.35,    141.90
198603,     83.81,    140.97,    712.24,    552.07,    736.59,    598.24,   1022.39,    742.66,    531.02,    169.54
198604,    123.12,    274.29,    517.13,    474.88,    608.34,    903.99,    691.32,    888.48,    500.75,    170.96
198605,    196.61,    472.91,    689.24,    444.71,    476.23,    473.54,    797.34,    761.82,    336.51,    196.26
198606,     84.67,    242.89,    359.35,    737.61,    570.06,    790.11,   1082.38,    657.54,    670.98,    296.93
198607,    106.60,    265.39,    411.54,    748.89,    559.14,    333.96,    797.96,    663.74,    838.44,    292.49
198608,    101.71,    198.97,    318.77,    661.05,    531.55,    754.16,    546.86,    486.39,    467.63,    362.65
198609,     70.64,    285.71,    226.00,    574.65,    755.06,    911.53,   1156.18,    978.12,    754.77,    393.20
198610,    206.21,    674.84,    679.41,    637.68,    495.48,    514.86,    466.23,    283.63,    284.10,    170.15
198611,    133.84,    193.01,    236.12,    689.71,    812.53,    663.59,    811.87,    974.24,    672.54,    238.46
198612,     87.94,    238.13,    294.09,    544.60,    371.06,    924.45,    971.24,   1043.30,    521.39,    320.92
198701,    100.97,    343.31,    448.51,    792.25,    681.53,    693.36,    386.87,    852.84,    463.58,    150.67
198702,    100.88,    218.89,    439.38,    713.82,    631.13,    813.14,    734.28,    912.73,    535.03,    301.62
198703,    338.11,    668.93,    380.39,    641.00,    494.54,    565.81,   1021.47,    537.67,    490.26,    179.67
198704,    171.49,    455.71,    623.21,    499.09,    497.98,    774.47,    697.91,    746.28,    616.24,    243.57
198705,    129.34,    369.23,    435.44,    553.12,    524.91,    933.52,    502.62,    718.32,    703.36,    280.23
198706,    125.83,    300.57,    440.53,    638.71,    878.79,    672.36,    766.41,    577.87,    586.98,    273.83
198707,    108.40,    215.79,    268.65,    869.84,    664.36,   1009.61,   1219.19,   1258.53,    580.20,    240.38
198708,    110.52,    383.84,    490.58,    942.00,    736.57,    636.27,    903.97,   1028.73,    604.92,    232.39
198709,     95.17,    277.59,    479.21,    457.72,    641.51,    709.60,   1503.98,   1084.71,    675.59,    320.56
198710,    136.76,    656.16,    578.69,    557.81,    732.11,    809.77,    506.50,    868.11,    408.61,    287.13
198711,     62.26,    116.46,    205.28,    235.91,    420.79,    431.20,    598.30,    743.16,    722.29,    435.68
198712,    102.81,    374.03,    667.15,    908.55,    627.02,    445.98,    455.73,    249.07,    243.40,    101.13
198801,     36.41,    197.78,    283.56,    708.00,    918.38,    689.22,    578.62,    703.32,    550.74,    239.84
198802,    210.04,    524.59,    223.89,    816.68,    455.11,    479.68,    722.26,    589.67,    386.74,    118.88
198803,    150.36,    375.22,   1084.65,    537.86,    691.13,    680.61,    538.56,    542.18,    283.12,    142.31
198804,    260.47,   1137.21,    858.30,    767.84,    846.44,    256.50,    281.04,    327.18,    236.81,     97.88
198805,    108.70,    322.33,    426.38,    770.89,    463.12,    861.71,    595.64,    678.03,    426.70,    175.80
198806,     61.40,    209.57,    323.72,    562.29,    545.95,    273.96,   1278.47,    759.24,    722.21,    248.69
198807,    127.89,    326.91,    909.17,    505.63,    723.58,    752.51,    617.87,    601.76,    516.16,    173.17
198808,    130.25,    374.10,    410.50,    487.08,    921.53,    330.56,   1001.29,    570.22,    646.85,    175.27
198809,    107.10,    387.50,    624.08,    581.84,    631.94,    811.32,    464.26,    538.56,    454.64,    147.18
198810,     75.86,    271.90,    265.83,    512.11,    513.97,    880.60,   1055.82,   1137.72,    570.58,    232.54
198811,     82.30,    207.76,    243.82,    578.81,    339.82,   1218.62,    901.09,    847.50,    753.71,    346.25
198812,     52.95,    194.47,    343.81,    550.98,    631.09,    988.34,   1133.04,    376.18,    750.62,    254.60
198901,     78.95,    532.62,    940.28,    358.13,    923.23,   1030.72,    620.36,    631.74,    247.44,    131.73
198902,     76.33,    294.79,    215.84,    459.53,    695.49,    831.68,   1610.75,    992.38,    605.33,    169.10
198903,    112.60,   1013.55,   1284.54,    813.78,    999.80,    300.49,    465.05,    425.51,    226.46,    126.12
198904,    174.16,    308.62,    518.78,    311.58,    655.54,    872.29,    882.70,    832.89,    765.55,    188.68
198905,     60.29,    284.37,    233.24,    607.15,    748.25,   1059.69,   1277.06,    941.61,    871.98,    240.16
198906,     80.85,    385.03,    275.48,    970.60,   1021.90,   1121.17,    791.17,    873.52,    736.72,    228.72
198907,     97.80,    366.36,    549.24,    627.63,   1338.08,    427.16,   1237.44,    616.52,    550.03,    222.58
198908,     75.78,    186.36,    198.34,    540.77,    953.96,    849.25,   1055.86,   1206.44,   1466.57,    547.46
198909,    100.86,    532.46,   1054.65,    545.66,    882.02,    965.61,    782.06,    680.71,    626.70,    251.19
198910,    118.12,    538.54,    805.86,    690.56,    729.33,    375.44,   1134.33,    993.10,    599.03,    324.12
198911,     82.15,    226.42,    310.24,    607.39,    491.18,    747.71,   1010.29,    517.41,   1248.27,    460.77
198912,     89.82,    273.52,    334.61,    927.22,    485.80,   1244.07,   1033.06,   1134.63,    851.88,    292.17
199001,     84.85,    221.86,    510.46,    716.67,    432.67,    896.79,    772.03,   1546.11,   1126.63,    395.26
199002,    106.89,    434.20,    643.72,    898.70,    894.08,    921.57,    733.78,    830.13,    363.93,    184.49
199003,    104.31,    418.90,    753.25,    421.42,   1153.74,   1037.28,    935.54,    697.56,    509.21,    178.22
199004,    119.37,    352.31,    778.94,    439.64,   1076.04,    992.00,   1067.55,   1000.96,    381.92,    147.85
199005,     81.58,    267.40,    396.21,    716.17,   1015.19,    804.23,   1097.82,    385.40,    743.06,    297.27
199006,     41.43,    107.53,    605.51,    657.57,   1120.58,   1396.53,   1580.32,   1374.80,    993.55,    358.56
199007,    118.09,    515.08,    615.16,    964.10,   1132.69,    640.11,    652.92,    768.56,    646.58,    241.63
199008,    121.33,    316.52,    446.76,    600.65,    742.89,    881.17,    471.49,   1118.78,    962.39,    436.63
199009,     73.83,    234.10,    380.31,    585.20,    754.30,    669.65,   1096.12,    976.34,    773.34,    206.64
199010,     96.81,    183.89,    307.27,    522.07,    502.23,    880.91,    879.33,    389.36,   1039.07,    303.77
199011,     63.24,    133.22,    278.10,    371.87,    469.22,    584.64,    625.68,    977.81,    922.24,    457.47
199012,     49.08,    266.08,    378.82,   1009.29,    976.44,   1041.28,    975.05,    700.53,    604.92,    208.93
199101,     40.03,    186.12,    555.76,    560.03,   1601.08,   1165.64,    978.57,    744.96,    445.37,    174.31
199102,    169.25,    852.71,    488.71,    825.71,    879.37,    903.14,   1051.23,    500.30,    313.44,    138.59
199103,    213.37,    472.97,   1052.83,   1047.75,   1511.19,   1067.94,    604.58,    517.93,    394.31,     81.26
199104,    259.41,    532.70,   1082.03,    405.61,   1560.70,   1383.20,    816.41,    526.24,    484.84,    127.09
199105,    117.94,    446.24,    614.76,   1517.16,    462.65,   1605.69,    932.08,    952.02,    545.60,    166.86
199106,     81.32,    567.28,    610.20,   1522.52,    769.14,    931.91,    882.49,   1200.84,    799.05,    262.09
199107,    125.12,    340.91,    775.62,   1238.86,    941.65,   1323.05,    978.28,    606.69,    586.32,    126.45
199108,     83.77,    322.13,    541.35,    392.09,   1167.55,   1446.47,   1450.24,   1048.20,   1046.99,    275.17
199109,     76.86,    335.71,    815.94,    578.53,   1832.43,   1291.90,   1132.33,   1070.55,    736.77,    231.35
199110,    139.88,    504.99,   1057.57,    905.08,   1434.40,    456.85,   1163.63,    728.80,    776.72,    164.83
199111,    146.18,    305.07,    537.65,    918.25,    564.16,   1594.50,   1337.57,   1086.23,    626.89,    227.76
199112,    137.90,    431.03,    809.69,   1041.79,    905.30,   1288.16,    310.04,    828.38,    973.66,    238.56
199201,     50.34,    277.15,    190.61,    987.13,    838.08,   1214.59,   1470.87,   1850.82,   1650.07,    534.13
199202,    874.46,   2292.98,   1914.62,    689.91,    921.37,    541.59,    576.01,    479.64,    267.60,     91.27
199203,    200.42,    857.20,   1038.68,    848.20,   1867.51,    839.30,    960.59,    617.99,    495.12,    201.07
199204,    181.42,    428.54,    678.67,   1666.71,   1113.11,   1826.42,    639.37,    931.17,    474.39,    267.73
199205,    107.00,    234.70,    454.69,    735.45,    629.60,   1348.98,   1345.06,    978.40,   1711.53,    772.31
199206,    118.62,    340.59,    773.01,   1327.78,    666.65,   1630.71,   1415.53,   1104.84,    682.66,    224.17
199207,    109.51,    331.13,    811.60,    715.35,   1180.23,   1041.45,    489.21,   1679.25,    788.91,    468.02
199208,    103.80,    519.58,    525.47,    944.39,   1224.80,   1455.69,   1585.74,   1415.05,    722.24,    205.62
199209,    155.51,    387.48,    705.95,   1000.72,   1340.18,   1261.86,    683.77,   1376.37,    670.08,    214.26
199210,    119.97,    646.80,    807.66,   1119.48,    612.76,   1016.10,   1650.19,   1093.32,    772.72,    264.07
199211,    255.76,    552.59,   1056.09,    763.11,   1915.88,   1234.17,   1013.84,    882.95,    600.77,    209.74
199212,    218.46,    956.91,    607.13,   1347.09,   1558.60,   1477.66,   1289.27,    627.76,    510.88,    167.00
199301,    235.99,    676.36,   1432.30,    955.97,   1317.75,   1408.34,   1138.66,    732.81,    691.98,    199.38
199302,    450.96,   1019.28,   1202.25,    897.59,   2054.24,   1078.24,    747.06,    622.83,    416.99,    203.25
199303,    173.87,    433.46,    777.94,    861.75,    813.11,    986.23,   1374.13,   1612.57,   1264.19,    345.82
199304,    195.76,    703.64,   1007.98,    934.76,   1572.12,   1366.96,   1195.39,    946.39,    738.89,    215.48
199305,    330.60,    699.31,    780.90,    882.86,    727.72,   1309.86,    794.55,   1190.07,    862.52,    425.39
199306,    147.79,    611.20,    972.35,    921.03,   1259.73,   1534.73,   1112.21,   1062.52,    840.85,    299.67
199307,    213.06,    695.34,    812.00,    986.65,    591.73,   1415.09,   1477.82,   1016.38,    930.52,    345.31
199308,    347.88,    571.59,    865.33,   1178.10,    907.25,   1584.46,   1155.90,   1025.99,    660.58,    228.88
199309,    130.70,    609.15,    780.63,   1762.61,   1216.44,   1720.85,   1252.78,    900.23,    754.50,    359.14
199310,    271.89,    740.18,   1426.52,   1527.02,    727.27,   1633.45,    772.56,    962.48,    643.90,    276.47
199311,    391.70,    750.58,    812.12,   1140.68,    881.65,   1202.26,   1127.10,    940.29,    727.60,    354.32
199312,    188.95,    619.48,    717.00,   1158.86,   1200.78,    920.49,    851.12,   1234.85,   1065.54,    396.95
199401,    224.73,    629.64,   1171.21,   1069.85,   1467.07,   1346.50,   1073.86,   1039.84,    583.80,    320.17
199402,    378.65,    736.13,    963.26,    805.39,   1085.34,    886.44,   1613.14,    954.82,    881.19,    220.27
199403,    313.21,   1067.65,   1280.74,   1518.02,   1102.02,    689.08,    897.05,    701.02,    714.57,    317.54
199404,    197.48,    506.92,    926.79,   1184.88,   1652.22,   1244.08,    946.83,    649.05,    950.58,    240.82
199405,    212.21,    482.63,    630.24,    926.72,    914.23,   1073.34,    943.59,   1362.57,   1231.23,    430.01
199406,    188.62,    613.28,    637.05,    640.05,   1341.85,    539.48,    949.36,   1369.15,   1163.18,    449.68
199407,    189.35,    415.86,   1446.49,   1246.52,   1217.37,   1052.21,    793.51,    806.29,    789.22,    238.68
199408,    169.93,    384.64,    841.53,    731.92,   1160.72,   1155.48,   1457.61,   1325.12,    975.88,    346.25
199409,    144.34,    784.71,    767.73,   1361.79,   1016.47,   1275.81,   1058.69,   1078.40,   1050.11,    359.31
199410,    362.31,    721.79,   1426.14,   1160.35,   1154.84,    695.85,   1421.26,    737.45,    648.76,    205.41
199411,    191.27,    411.46,    501.39,    561.28,    664.82,   1829.31,   1513.87,   1067.23,   1665.02,    471.30
199412,    154.74,    698.89,    797.36,    618.28,    906.13,   1161.14,   1286.91,    893.09,    869.86,    460.27
199501,    113.86,    444.38,    828.04,   1606.67,    857.25,   1711.26,   1339.69,   1015.01,    577.73,    403.80
199502,    189.52,    544.97,    665.66,    821.81,    856.52,   1136.38,    964.20,   1433.64,   1212.17,    344.54
199503,    173.34,    674.65,    684.35,   1179.44,   1328.19,   1381.42,   1481.54,   1107.81,    746.53,    380.69
199504,    141.24,    448.83,    627.35,   1661.28,   1011.63,   1279.07,   1518.67,   1098.43,   1076.08,    382.75
199505,    263.39,    561.46,    836.12,    505.82,   1240.11,   1858.04,   1499.62,   1004.05,   1084.38,    398.38
199506,    193.30,    378.55,    541.58,    930.84,   1139.97,   1811.16,   1505.51,   1788.38,   1264.76,    404.07
199507,    235.55,    825.25,   1412.18,    804.93,   1522.19,   1366.59,   1521.56,    864.28,    901.29,    320.76
199508,    191.23,    794.05,   1573.64,    837.97,   1713.32,   1417.31,   1254.61,   1434.13,    739.35,    322.02
199509,    304.17,   1405.88,   1608.63,   1106.02,   1412.10,   1281.50,   1132.45,    992.03,    838.27,    308.16
199510,    297.02,    553.57,    686.24,    602.16,   1133.49,   1057.43,   1422.93,   1761.25,   1941.57,    746.56
199511,    169.66,    495.24,    699.44,    929.64,    830.75,    910.13,   1213.48,   1546.84,   1941.61,    895.69
199512,    298.00,    450.43,    518.31,   1026.59,   1529.05,   1710.15,   2268.85,   1518.81,   1335.63,    594.42
199601,    249.83,    972.61,    884.29,   1051.06,   1570.42,   1271.22,   1669.15,   2176.74,    829.20,    351.21
199602,    264.97,    526.69,    729.54,   1430.91,    863.02,   1642.59,   1761.27,   1802.69,   1489.25,    444.81
199603,    299.80,   1196.53,   1533.28,   1868.29,    967.78,    969.02,   1093.87,   1828.11,    886.14,    396.14
199604,    464.12,   1100.53,   1270.90,    944.76,   1377.46,   1650.08,   1581.26,   1268.32,    907.30,    319.69
199605,    428.19,    880.93,   1849.25,   1586.38,   2025.32,   1321.15,   1119.70,   1012.42,    806.27,    389.34
199606,    343.84,    859.85,   1069.49,   1396.82,   2006.97,   1718.98,   1773.55,   1822.67,   1179.82,    260.75
199607,    248.14,    552.60,   1035.95,    861.03,   1493.81,   1378.47,   1854.32,   1865.07,   2002.77,    636.63
199608,    211.16,    723.50,    796.13,    923.58,   1353.27,   1962.50,   1570.97,   1466.87,   1408.65,    667.92
199609,    402.45,    854.11,   1390.54,   1923.89,   1909.74,   1276.69,   1477.70,   1210.61,    791.42,    362.25
199610,    207.90,    472.62,    849.39,    959.35,   1828.68,   1336.36,   1338.26,   2109.74,   2037.30,    738.35
199611,    273.12,    662.85,    888.04,   1076.10,   1094.18,   1269.74,   1932.43,   1909.89,   1946.36,    835.92
199612,    159.37,    607.32,    598.48,   1323.78,   1191.62,   1647.83,   2556.67,   2457.78,   2270.58,    977.84
199701,    404.72,   1992.34,   2377.37,   1043.36,   1141.49,   1343.87,   1675.37,    939.41,    950.07,    309.55
199702,    359.06,    785.21,    910.41,    842.48,   1368.41,   1502.10,   2202.63,   1747.86,   1524.17,    830.97
199703,    448.73,    505.97,   1176.46,   1434.73,   1355.22,   2114.50,   1739.52,   2024.21,   1321.04,    713.74
199704,    352.38,    948.02,   2174.32,   1568.57,   1592.62,   1832.42,   1001.77,    883.25,   1012.96,    719.32
199705,    209.94,    440.61,    691.87,    876.25,   1041.93,   1057.24,   1859.03,   2163.51,   3208.07,   2107.82
199706,    560.91,   1135.68,   1774.52,   2194.77,   1892.74,   2941.95,   1473.77,   1370.39,    850.99,    432.43
199707,    450.19,    976.02,   1498.34,   2002.92,   2014.79,   1619.27,   2008.46,   1780.28,   1588.01,    422.40
199708,    268.63,    791.23,    936.27,   1891.53,   1647.37,   1873.13,   2740.73,   2243.61,   2158.78,   1060.17
199709,   1926.42,   3184.56,   2437.99,   1575.71,   1290.97,   1012.71,   1004.61,    855.08,    457.11,    339.14
199710,    431.77,   1355.76,   1598.90,   1815.38,   3053.19,   2389.15,   2559.78,   1582.25,   1199.86,    491.62
199711,    613.81,   1056.73,   1312.53,   1936.27,   2435.81,   2184.29,   1657.47,   1355.01,   1636.84,    753.73
199712,    265.42,    474.21,    923.23,   1517.67,   1648.31,   1381.88,   1635.66,   2423.33,   3390.14,   2453.42
199801,    229.56,   1107.65,   1390.42,   1580.97,   2723.66,   2123.77,   2878.14,   2482.28,   2067.52,    841.07
199802,    423.51,   1104.11,   1227.93,   1693.05,   2293.76,   1392.05,   1852.96,   2020.99,   2165.09,   1030.10
199803,    459.27,   1225.77,   1182.25,   1517.12,   3013.33,   2576.71,   2834.72,   3042.49,   1742.05,    708.69
199804,    516.47,   1382.76,   1512.43,   2041.92,   1547.70,   2464.33,   3584.99,   3126.51,   2131.25,    830.31
199805,    564.80,   1647.21,   1821.64,   2719.18,   1764.01,   2137.70,   2571.35,   1823.03,   1910.22,   1029.89
199806,    398.39,   1147.13,   1231.98,   1960.01,   1569.51,   3030.12,   2192.52,   2555.90,   2469.22,   1156.59
199807,    206.57,    549.45,   1119.71,   1117.63,   1570.65,   1883.81,   2688.50,   2941.44,   4807.04,   2352.35
199808,    315.06,    800.14,    943.78,   1004.57,   1666.71,   1621.26,   2368.73,   2632.18,   2712.35,   2242.76
199809,    248.68,    801.68,    954.40,   1408.05,   1519.32,   1940.28,   1973.91,   2243.96,   2614.19,   1204.81
199810,    351.91,    697.88,   1106.42,   1502.57,   1162.01,   1968.72,   2420.50,   3636.05,   2310.77,    970.28
199811,    192.63,    640.81,   1251.56,   1139.19,   2967.45,   2628.75,   3482.35,   3437.18,   1861.42,   1262.46
199812,    216.58,    784.44,   1271.86,   1881.50,   2952.11,   3644.40,   2439.60,   3137.15,   2620.95,    861.79
199901,    210.96,   1069.15,   1587.23,   2192.70,   1654.29,   2861.13,   1846.71,   3177.92,   4136.39,   1885.48
199902,    550.40,   1611.88,   1406.25,   1136.51,   2642.41,   1868.11,   2154.41,   3061.01,   2214.99,   1812.00
199903,    498.83,   1596.43,   1091.61,   1381.99,   1642.96,   3233.45,   2619.31,   2525.82,   3482.68,   1400.25
199904,    219.41,   1185.28,    996.03,   1256.81,   1954.60,   1966.06,   3040.09,   5550.31,   3502.47,   2225.62
199905,   1496.52,   2612.31,   2171.71,   2689.80,   1444.65,   3127.18,   1982.24,   3381.86,   1612.04,    775.76
199906,   1544.22,   3696.85,   4036.60,   3250.49,   2367.78,   1101.51,   1682.66,   1887.58,   1096.84,    561.00
199907,    458.08,   1376.71,   2183.51,   1893.52,   2324.25,   2414.59,   3352.38,   4053.08,   3398.67,   1700.96
199908,    735.70,   2101.38,   4033.59,   3058.59,   4511.67,   2530.52,   2634.37,   1852.36,   1138.70,    809.03
199909,    561.24,   1541.98,   1430.29,   1629.78,   1943.53,   1866.42,   2949.71,   2629.32,   2696.37,   3094.62
199910,    723.34,   1733.59,   2152.12,   1815.46,   2438.69,   3760.84,   2158.34,   2249.49,   2754.51,   1348.41
199911,    369.33,    872.70,    708.16,    920.03,   1768.75,   1723.70,   2996.88,   2712.60,   5432.73,   3986.38
199912,    586.75,   2513.14,   2140.91,   2889.41,   3477.89,   2813.69,   2827.09,   2533.41,   2614.88,   1497.20
200001,   1165.46,   2045.56,   1666.96,   2319.71,   1242.21,   3716.28,   2823.52,   2658.11,   3413.99,   3277.26
200002,   2625.06,   3317.01,   2836.11,   2331.18,   2583.18,   2572.52,   1852.08,   4179.33,   1788.83,   1310.20
200003,   1612.51,   3451.51,   3980.15,   4593.67,   1978.25,   1363.03,   2045.95,   1984.76,   2061.37,   2346.85
200004,    928.68,    867.21,   2045.92,   2525.41,   3884.87,   3144.26,   5757.18,   8642.51,   3989.16,   2136.00
200005,   1072.37,   2814.55,   2534.84,   2703.92,   3347.00,   5482.67,   3173.01,   2671.80,   3128.95,   2235.18
200006,   1165.97,   2402.98,   2588.29,   2213.94,   2416.86,   2983.60,   3606.55,   3550.87,   3932.80,   1744.01
200007,   1176.15,   2082.66,   2673.28,   2689.52,   2326.29,   2983.39,   2454.54,   3369.75,   2934.38,   2240.07
200008,    912.30,   3601.81,   2825.62,   2640.35,   3063.13,   3697.80,   2007.14,   2859.28,   3557.12,   1296.91
200009,    923.45,   2080.35,   1630.78,   3006.14,   2174.93,   3412.55,   3536.57,   6151.17,   3944.76,   2065.64
200010,   1867.09,   2537.48,   2547.95,   2031.75,   2338.82,   2242.33,   2891.44,   3803.44,   3966.15,   2206.02
200011,    828.80,   1839.83,   1709.13,   4242.28,   2986.85,   3218.24,   2336.35,   4603.51,   4184.77,   3134.36
200012,    972.62,   3235.73,   2589.08,   1681.46,   2887.91,   2667.96,   3343.90,   3250.55,   2869.52,   2124.07
200101,   1003.57,   1908.82,   2951.11,   4841.03,   3028.61,   3327.78,   2595.04,   3026.29,   2423.87,   1299.14
200102,   3285.12,   4444.75,   5590.83,   4738.32,   2323.76,   2229.37,   2215.93,   1870.68,   1981.80,    964.58
200103,   1382.79,   2813.04,   2263.32,   3928.19,   2638.59,   3263.84,   2848.91,   2475.33,   2344.01,    683.62
200104,    750.64,   1560.53,   4726.76,   5416.98,   3431.55,   2482.07,   2724.53,   2401.48,   1647.22,    760.34
200105,    626.77,   1357.92,   1805.75,   3314.65,   2728.86,   4135.66,   4335.69,   2395.83,   3621.19,   1768.61
200106,   1339.33,   2123.29,   3139.06,   5990.19,   4273.37,   3377.62,   2572.52,   3032.94,    901.67,    324.36
200107,    651.67,   2425.82,   3982.90,   3557.54,   3686.07,   2891.52,   3240.85,   3029.99,   1168.97,    786.73
200108,    794.74,   2964.41,   2221.79,   3060.40,   3169.94,   1958.62,   3374.10,   3358.01,   3377.27,   1342.65
200109,   1117.26,   2730.90,   5113.92,   4107.97,   3462.92,   2155.16,   2302.20,   1993.11,   1150.14,    510.57
200110,    563.97,   1235.99,   1127.66,   1326.53,   2395.25,   3389.45,   1518.51,   2721.64,   2499.02,   3615.18
200111,    829.94,   2362.32,   2224.08,   2758.75,   3425.87,   3487.28,   2044.88,   1680.93,   2719.19,    853.54
200112,    369.75,   2162.43,   2101.22,   2205.40,   4579.41,   3464.31,   3533.26,   3113.69,   3140.54,   1305.12
200201,   1771.17,   2879.94,   2919.61,   3834.78,   6155.40,   2736.92,   2724.23,   1464.93,   1071.79,    435.98
200202,    896.39,   3290.65,   3122.01,   4167.85,   3405.66,   2072.57,   3971.92,   2616.85,   2143.18,    661.79
200203,    884.27,   2010.95,   2655.92,   2602.61,   3555.29,   3035.50,   4497.30,   3817.10,   1947.02,    800.58
200204,   1357.21,   4159.26,   2930.74,   2895.37,   4967.56,   2417.98,   3060.19,   1765.93,   1380.64,    745.74
200205,   2540.69,   3917.07,   3555.06,   3112.72,   2514.12,   3024.41,   1833.86,   1505.90,    904.18,    392.95
200206,    498.34,   1264.20,   1243.14,   3620.61,   4659.91,   3920.34,   4039.40,   3113.62,   3001.40,   1072.40
200207,    935.05,   2067.54,   3673.28,   2897.14,   3325.29,   2504.76,   1673.34,   4478.49,   1615.01,    603.26
200208,    298.28,    803.27,   1003.18,   1889.61,   2700.82,   2991.98,   3173.48,   1911.79,   2249.82,   2790.97
200209,    444.65,   1542.30,   2009.56,   2570.23,   2049.74,   4481.91,   3334.08,   3675.90,   2184.31,    584.49
200210,    748.14,   2449.87,   1660.20,   4221.76,   3700.38,   2068.14,   1769.37,   1265.53,   1574.17,    578.39
200211,    338.02,    815.56,    818.99,   1326.07,   1386.46,   2582.39,   3090.99,   4755.22,   2930.13,   2328.15
200212,   1194.16,   2431.81,   2165.59,   2380.20,   3051.77,   3145.13,   3220.58,   1831.78,   2200.91,    685.20
200301,    760.34,   3037.80,   3226.32,   3099.17,   2806.78,   2035.17,   2936.59,   2000.36,   1343.07,    578.70
200302,    425.96,   1655.12,   3028.23,   3922.91,   1995.78,   3532.86,   4073.49,   1595.95,   1262.17,    721.77
200303,    428.38,    807.84,   2207.63,   2480.95,   2766.07,   3089.67,   3726.55,   1771.42,   1824.23,   1173.88
200304,    422.73,   1537.79,   1683.09,   2292.46,   2252.38,   3032.15,   3885.05,   3219.38,   2904.27,    608.03
200305,    545.50,   2464.07,   1456.04,   2503.12,   3128.32,   3823.20,   3221.07,   3772.68,   2102.20,    685.20
200306,   2714.71,   1927.89,   3466.89,   3872.26,   2781.39,   2914.41,   2359.50,   2519.56,   1539.99,    558.25
200307,    940.60,   2498.30,   2505.85,   2934.29,   4207.23,   4474.55,   3817.41,   1992.86,   2236.51,    545.61
200308,   1537.04,   2290.17,   3982.28,   4895.18,   2314.16,   3313.10,   2838.91,   1865.88,   1417.17,   1110.01
