This file was created by CMPT_PRIOR_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for  10 prior-return portfolios.
The portfolios are constructed monthly. PRIOR_RET is from - 1 to - 1.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
193207,  66.14,  53.06,  40.83,  35.08,  38.56,  35.71,  38.91,  48.88,  43.41,  38.30
193208, 100.48,  56.08,  58.56,  48.04,  60.55,  58.58,  62.45,  61.32,  85.61,  74.09
193209,   1.85,  -2.75,  -2.41,  -0.54,  -5.16,  -7.00,  -6.56,  -6.70, -12.26, -20.82
193210, -13.78, -20.09, -13.77, -17.45, -18.59, -15.69, -14.97, -11.58, -18.18, -21.60
193211,   2.35,  -7.83,  -7.59,  -9.54, -10.52,  -7.86,  -8.40,  -6.43,  -3.92,  -8.57
193212,  -2.72,  -5.51,  -4.23,  -2.26,  -3.23,   0.99,  -1.34, -10.44,  -0.16,  -9.67
193301,  14.36,   4.41,   3.98,   2.50,   2.08,   0.69,   2.46,   2.48,   0.82,   0.69
193302,  -8.80, -10.93, -15.51, -16.45, -19.02, -18.03, -15.23, -14.79, -19.27, -21.42
193303,  31.26,   8.59,  11.48,   8.06,  12.74,   8.83,   7.64,   4.55,   5.01,   3.74
193304,  70.81,  49.46,  50.77,  28.88,  42.38,  46.71,  59.36,  60.52,  52.89,  45.28
193305,  86.62,  62.56,  64.27,  59.12,  54.22,  44.97,  61.60,  64.94,  51.28,  56.41
193306,  14.47,  19.40,  18.63,  23.71,  27.34,  27.03,  27.87,  18.23,  28.99,  22.40
193307,  -0.92,  -3.01,  -7.30,  -8.73, -12.65, -10.28, -11.11, -16.19, -10.64, -12.81
193308,  20.82,  15.20,  14.66,  10.76,  10.12,  11.68,   7.53,   8.66,   9.97,   4.48
193309, -13.42, -15.66, -15.84, -18.22, -15.63, -13.28, -16.91, -14.79, -14.70, -13.40
193310,  -5.44, -12.76, -13.12, -13.58, -11.27,  -8.73, -10.91, -12.22, -10.47, -10.32
193311,  10.04,  11.06,   6.78,   8.80,   8.74,   8.50,   4.56,   4.45,   2.11,   0.83
193312,   5.29,   0.94,   1.73,   0.66,  -0.76,   2.49,   0.15,   2.64,   3.72,   2.10
193401,  59.20,  40.65,  37.17,  21.17,  32.72,  21.10,  24.84,  26.54,  28.65,  28.31
193402,   3.37,  -0.96,  -2.07,   0.83,   3.13,   1.80,  -0.68,   1.30,   3.68,  -0.41
193403,   5.90,   0.17,   0.34,   0.96,   0.46,  -0.55,   2.40,  -0.13,  -2.12,  -0.35
193404,   6.18,   1.07,  -2.28,   1.20,  -1.47,  -2.05,  -0.62,  -0.88,   1.41,  -2.31
193405, -13.52, -14.16, -12.79, -11.84,  -9.84,  -9.80,  -8.97,  -6.97, -10.07, -10.84
193406,  -2.17,  -1.15,  -0.80,  -1.02,   0.58,   1.75,   1.21,   1.71,   0.53,   1.29
193407, -20.54, -24.25, -20.32, -20.76, -18.20, -18.37, -16.06, -14.02, -18.15, -17.11
193408,  22.46,  19.12,  13.19,  15.50,  11.95,   4.89,   4.36,   4.54,   2.76,  -0.44
193409,   0.16,  -1.95,  -0.41,  -1.16,   0.25,  -0.56,  -0.84,  -1.88,  -3.80,  -1.71
193410,  -1.02,  -2.45,  -2.84,  -1.06,  -4.08,  -3.13,   0.16,  -1.54,  -2.70,  -0.26
193411,  14.71,  14.28,  12.51,  11.43,  15.76,  15.09,  10.23,  12.44,  16.31,   5.87
193412,   3.31,  -0.31,   2.22,   1.37,  -1.65,   1.56,   2.29,   3.33,   1.76,   0.69
193501,   5.37,  -3.58,  -3.37,  -5.59,  -1.07,  -5.35,  -0.39,  -5.78,  -4.20,  -8.19
193502,  -5.18,  -8.36,  -5.34,  -3.81,  -7.32,  -3.95,  -2.34,   0.05,  -5.29, -14.70
193503,  -6.68, -13.48,  -9.68, -10.00,  -8.89,  -5.22,  -5.71,  -3.73,  -5.30,  -5.62
193504,  18.40,  13.42,  10.60,  11.04,   8.09,   8.80,   6.40,   7.12,   9.25,   8.10
193505,   7.12,   5.97,   5.19,   2.69,   2.88,   1.85,   1.96,   1.03,   1.42,  -6.30
193506,   2.60,   5.55,   3.16,   4.39,   3.84,   6.65,   4.27,   5.54,   3.41,   2.17
193507,  16.26,  12.93,  12.02,   8.32,   9.03,   7.98,  10.33,  12.17,  12.49,   8.28
193508,  15.94,   5.87,   6.96,   5.23,   6.79,   6.14,  10.28,  11.01,  10.12,   5.68
193509,   4.90,   3.70,   3.59,   3.52,   2.55,   3.54,   3.22,   4.35,   1.38,  -6.84
193510,  16.35,   8.88,   7.90,   9.39,   7.83,   6.20,   3.73,   9.32,   8.75,   6.27
193511,  36.73,  15.07,  23.72,   8.80,  11.17,   7.37,  12.76,  11.56,   8.40,  10.82
193512,   9.97,   4.21,   3.96,   4.76,   8.39,   3.87,   7.50,  12.05,   6.34,  -1.83
193601,  36.70,  10.60,  10.45,  13.47,   9.30,  12.66,  13.03,  12.06,  14.84,  16.36
193602,   5.32,   4.73,   5.35,   4.60,   5.55,   4.35,   4.44,   5.41,   2.85,   0.04
193603,   4.24,   2.34,   2.08,  -0.70,   2.09,   1.64,   0.26,   0.43,   0.07,  -3.30
193604, -19.69, -11.42, -12.54, -12.02, -12.18, -10.95,  -9.84,  -9.32, -12.17, -13.85
193605,  10.69,   8.78,   5.94,   4.76,   4.32,   4.21,   2.56,   4.25,   3.32,   2.80
193606,   1.32,   0.22,   1.46,  -0.45,  -0.02,  -1.21,  -0.50,   0.20,  -0.22,  -1.71
193607,  10.16,  12.15,   6.83,   8.68,   5.72,   5.64,   6.84,   6.95,   8.05,   7.77
193608,   3.27,   2.74,   2.62,   1.13,   0.54,   3.13,   1.78,   2.05,   1.93,   2.57
193609,   7.51,   3.53,   3.29,   0.50,   4.76,   2.33,   2.47,   3.36,   1.08,   4.51
193610,   6.50,   6.80,   6.59,   7.27,   4.93,   6.29,   7.47,   4.91,   6.24,   7.53
193611,  16.32,   6.92,   7.01,   8.25,   7.09,   7.97,   7.60,  11.72,   8.89,  10.64
193612,   2.39,   0.33,   1.67,   2.05,   1.16,   5.17,   3.32,   5.50,   3.41,   2.44
193701,   8.68,   7.96,   7.26,   6.49,   6.61,   7.61,   8.37,   8.56,   8.30,   7.56
193702,   3.27,   3.71,   6.05,   1.18,   0.90,   3.07,   2.99,   4.37,   1.84,  -0.94
193703,  -0.77,  -1.33,  -1.75,  -2.15,   0.01,   0.98,   1.41,   1.60,   0.33,   2.33
193704, -13.39, -11.27,  -7.12,  -8.04,  -8.24,  -9.32,  -9.18, -10.48, -10.24, -13.25
193705,  -2.82,  -3.86,  -3.48,  -2.99,  -1.85,  -2.61,  -1.16,  -2.36,  -1.60,  -2.00
193706,  -9.38,  -8.58,  -9.18,  -8.37,  -5.28,  -6.87,  -7.19,  -6.97,  -7.38,  -8.12
193707,  14.55,  14.47,  11.05,  10.65,  11.06,   9.65,   6.94,   6.57,   7.77,   7.55
193708,  -3.12,  -2.92,  -4.02,  -3.56,  -5.03,  -4.69,  -5.09,  -5.51,  -7.73, -12.57
193709, -21.27, -23.53, -22.43, -20.32, -19.29, -18.98, -17.03, -16.84, -17.18, -18.50
193710,  -8.88, -10.00, -11.15, -11.61, -11.18, -11.89, -11.43,  -9.87,  -7.48,  -8.62
193711,  -9.52, -12.78, -11.03, -10.59, -11.38, -11.06, -11.42, -10.98,  -8.68, -12.13
193712, -11.21, -14.06, -10.26, -13.56, -10.62, -10.26,  -7.61,  -6.93,  -6.15, -10.49
193801,  11.38,   9.66,   5.82,   5.33,   4.72,   3.92,   3.68,   1.70,  -0.11,  -3.01
193802,   9.91,   8.67,   7.41,   5.97,   6.46,   7.26,   7.76,   4.07,   4.07,  -0.26
193803, -24.22, -25.33, -23.98, -27.53, -29.20, -28.04, -29.65, -31.03, -33.79, -33.66
193804,  34.64,  27.21,  25.91,  23.80,  22.31,  19.84,  17.30,  14.07,  13.04,   6.83
193805,  -3.57,  -3.85,  -4.13,  -5.26,  -6.88,  -7.54,  -7.24,  -9.05, -11.92, -12.45
193806,  42.53,  44.82,  36.15,  34.96,  33.15,  32.23,  23.93,  22.14,  19.01,  18.86
193807,  12.28,   8.95,  13.01,   8.98,  12.98,  12.46,  12.90,  14.15,  13.37,  13.87
193808,  -7.06,  -1.96,  -4.00,  -6.45,  -7.65,  -7.49,  -5.92,  -6.67,  -6.53,  -8.62
193809,   0.90,  -2.55,  -1.40,  -1.78,  -1.94,  -0.95,  -0.49,  -2.18,  -2.51,  -2.32
193810,  22.15,  17.17,  13.76,  14.89,  12.91,  13.10,   9.34,  12.35,  13.35,  12.85
193811,  -5.24,  -1.84,  -3.67,  -1.93,  -3.51,  -4.07,  -4.68,  -4.84,  -1.44,  -6.33
193812,   6.51,   3.30,   3.06,   3.70,   4.53,   3.65,   1.05,   2.36,   3.35,   2.61
193901,  -3.98,  -6.40,  -5.93,  -5.99,  -7.64,  -6.63,  -8.31,  -8.82, -10.53, -12.16
193902,   6.64,   7.46,   4.70,   4.71,   2.89,   5.66,   3.47,   2.84,   2.95,   0.42
193903, -16.94, -15.85, -14.55, -16.09, -16.09, -15.81, -19.84, -19.01, -20.44, -19.78
193904,   8.11,   1.43,   0.59,   1.89,  -0.65,  -1.63,  -1.86,  -1.34,  -1.28,  -3.41
193905,  12.61,   8.56,  10.40,   8.61,   8.66,   8.29,   8.53,   7.47,   7.55,   4.69
193906,  -7.51,  -7.64,  -6.61,  -7.22,  -7.06,  -8.24,  -9.56, -10.12, -11.04,  -9.52
193907,  19.65,  23.02,  20.60,  14.74,  14.23,  10.87,  10.38,   8.71,   5.36,   8.48
193908,  -5.36,  -6.20, -10.12,  -8.36,  -8.94, -11.27, -11.35, -13.09, -14.14, -17.23
193909,  69.55,  55.00,  42.77,  45.46,  38.25,  28.55,  26.22,  24.87,  15.82,  53.04
193910,   9.15,   6.20,   5.96,   1.75,  -2.07,  -0.72,  -2.58,  -4.38,  -8.15, -13.04
193911, -16.06, -13.79, -11.89,  -8.37,  -7.23,  -5.32,  -3.42,  -4.42,  -4.52,  -6.22
193912,  -1.82,   1.92,  -1.60,   2.09,   4.65,   1.40,   1.67,   1.17,   3.08,   4.24
194001,   1.41,  -0.46,  -1.21,  -2.54,  -1.78,  -1.88,  -2.12,  -4.50,  -3.01,  -3.78
194002,   6.36,   2.98,   2.93,   3.30,   3.26,   2.20,   4.08,   1.79,   2.51,   1.43
194003,   4.97,   4.27,   2.52,   4.75,   2.30,   1.94,   2.10,   0.87,   1.62,   1.88
194004,   8.81,   1.93,   1.01,   0.12,   0.57,   0.83,   0.61,  -0.09,   2.14,  -2.51
194005, -27.09, -26.96, -28.23, -26.21, -24.61, -23.59, -24.98, -26.94, -27.96, -32.82
194006,  10.97,  10.38,   8.55,   8.42,   7.38,   5.75,   5.96,   5.41,   3.68,   0.07
194007,   5.49,   6.20,   4.08,   5.63,   4.31,   4.64,   2.83,   3.68,   2.03,  -1.07
194008,   5.40,   2.70,   1.09,   2.99,   2.69,   3.74,   3.20,   1.41,   1.23,  -1.72
194009,   5.17,   3.12,   4.31,   3.16,   3.37,   4.23,   3.57,   4.20,   5.61,   1.57
194010,   7.32,   6.31,   4.46,   5.27,   4.89,   4.15,   4.64,   5.49,   4.80,   1.24
194011,  -0.53,   1.91,   0.84,   0.71,   0.89,   1.23,  -0.82,   0.86,  -3.18,  -3.95
194012,  -4.85,  -1.69,   0.95,   0.15,  -0.71,  -0.51,  -0.33,  -1.78,  -2.61,  -7.30
194101,  18.23,   0.67,  -1.31,  -3.87,  -1.53,   0.15,  -3.88,  -3.96,  -4.46,  -6.72
194102,   0.37,  -2.38,  -2.21,  -2.30,  -1.69,  -1.87,  -2.45,  -1.61,  -2.38,  -3.22
194103,   4.74,   2.60,   2.22,   0.90,   1.67,   1.77,  -0.76,   0.53,  -1.05,   0.73
194104,  -4.08,  -6.39,  -6.32,  -5.91,  -6.99,  -5.66,  -5.51,  -4.85,  -4.69,  -6.88
194105,   3.98,   2.61,   1.69,   2.31,   0.83,   0.04,  -0.21,  -0.21,   0.83,  -1.25
194106,   9.84,   6.83,   6.31,   6.59,   8.95,   5.92,   5.04,   7.07,   6.07,   4.37
194107,  20.80,  14.07,  11.06,  10.46,   9.46,   9.76,   8.45,  16.49,  13.37,  15.91
194108,   1.74,   0.05,  -0.87,   0.66,  -0.70,   0.66,  -2.96,  -1.02,  -0.79,  -3.57
194109,  -2.98,  -2.41,  -1.87,  -3.22,  -1.38,  -1.82,  -0.87,  -1.57,  -2.63,  -1.78
194110,  -7.68,  -7.78,  -6.96,  -6.71,  -4.06,  -6.57,  -5.16,  -5.41,  -4.02,  -6.37
194111,  -7.25,  -4.50,  -4.59,  -3.27,  -1.89,  -3.01,  -0.96,  -2.30,  -2.65,  -3.47
194112, -10.51, -12.73,  -8.25, -11.95,  -6.45,  -4.90,  -6.97,  -4.63,  -6.76,  -8.99
194201,  40.67,  20.17,  15.93,  13.15,  11.52,   7.66,   3.84,   9.54,   0.29,   5.47
194202,  -3.25,  -1.67,   1.56,  -0.87,  -2.19,  -0.53,  -0.21,  -2.81,  -1.28,  -3.12
194203,  -5.14,  -6.02,  -5.18,  -5.69,  -5.13,  -4.83,  -5.79,  -4.65,  -4.43,  -5.40
194204,  -1.48,  -5.20,  -5.23,  -4.20,  -5.07,  -3.95,  -5.66,  -5.07,  -4.47,  -5.10
194205,   4.80,   2.89,   1.41,   4.07,   1.93,   3.61,   2.23,   1.26,   4.12,   1.20
194206,   3.43,   3.15,   2.37,   1.47,   3.23,   1.77,   3.32,   3.54,   2.97,   0.57
194207,   9.21,   5.42,   4.98,   3.84,   4.64,   4.48,   4.92,   3.41,   3.54,   2.43
194208,   8.14,   3.13,   2.24,   1.95,   1.98,   3.44,   1.35,   1.91,   1.86,   1.72
194209,   9.77,   4.00,   5.52,   2.07,   2.63,   3.40,   3.52,   2.68,   1.98,   9.31
194210,  13.20,  10.13,   9.40,   6.94,   7.41,   7.91,   8.69,  10.93,  11.57,  12.19
194211,   2.53,   0.13,   0.56,   0.26,  -1.55,  -0.94,  -2.84,  -0.25,  -6.41,  -6.49
194212,   3.15,   2.51,   2.97,   3.59,   5.71,   2.02,   5.69,   4.48,   3.20,   1.55
194301,  43.39,  21.43,  19.16,   9.10,  11.70,  11.55,   9.96,  10.30,  13.37,  12.70
194302,   7.59,   7.20,   7.53,   8.56,   8.88,   8.10,   9.33,  14.94,  16.15,  43.70
194303,  12.16,   8.59,   9.83,   8.60,  13.30,  13.05,  13.27,  13.61,  11.52,   7.30
194304,   8.55,   3.80,   2.53,   1.43,   2.31,   1.28,   2.77,   4.20,   2.35,   5.37
194305,  12.21,   7.51,   8.61,   5.95,  10.56,   5.28,   6.63,   7.63,   9.60,   9.40
194306,   0.65,   1.41,   2.63,   1.27,   2.82,   2.10,   1.49,   1.82,  -0.57,  -1.87
194307,  -8.49,  -7.35,  -6.10,  -7.01,  -4.09,  -4.27,  -3.42,  -7.36,  -6.54,  -9.55
194308,   0.97,   1.79,   1.08,   1.05,   0.41,   0.13,   0.19,  -0.68,  -0.14,  -1.14
194309,   5.20,   5.28,   3.33,   4.10,   3.30,   3.81,   2.85,   2.75,   2.35,   2.27
194310,   2.76,   0.12,  -1.11,   0.83,  -0.59,  -0.62,  -0.69,  -1.08,  -1.73,  -1.65
194311, -11.71,  -8.51, -10.38,  -8.69,  -6.82,  -9.28,  -6.10,  -8.56,  -8.65,  -9.66
194312,  19.46,  12.49,  13.02,   9.86,   9.48,   8.72,   8.87,   5.18,   4.74,   7.09
194401,   6.92,   3.43,   4.58,   5.50,   2.82,   4.81,   4.66,   3.59,   3.96,   5.15
194402,   2.59,   0.99,   1.68,   1.00,   1.07,   0.78,   1.86,   0.95,   2.62,   0.83
194403,   6.05,   4.75,   4.22,   4.62,   1.67,   2.82,   3.35,   4.70,   2.48,   4.67
194404,  -2.22,  -1.82,  -2.19,  -2.01,  -2.28,  -2.77,  -3.09,  -3.62,  -5.11,  -4.60
194405,   7.92,   8.39,   6.35,   8.06,   7.33,   6.42,   6.00,   4.71,   5.71,   5.30
194406,  12.21,   6.16,   8.96,   9.05,  10.17,   9.59,  11.75,  10.00,   9.97,  14.60
194407,   1.03,  -0.11,   0.28,   0.02,  -0.48,  -0.20,  -2.35,  -3.09,  -3.51,  -3.51
194408,   7.21,   5.53,   3.27,   2.35,   2.33,   2.57,   2.44,   1.39,   1.73,   1.67
194409,   1.15,   0.15,   0.78,  -0.20,   0.94,  -0.40,   0.09,   0.12,  -0.74,  -1.86
194410,   0.00,   0.93,   0.13,   0.01,   0.74,  -0.09,   0.22,  -0.15,  -1.17,  -0.34
194411,   3.95,   2.82,   1.82,   2.02,   2.66,   2.04,   1.85,   2.22,   2.10,   1.86
194412,   8.39,   6.59,   5.57,   4.92,   6.10,   7.42,   7.45,   6.86,   8.35,   7.65
194501,   7.58,   6.97,   4.33,   5.00,   5.20,   6.45,   3.73,   2.67,   2.82,  -0.14
194502,  11.92,   8.37,   9.01,   7.08,   9.58,   8.45,   7.46,   7.96,   7.62,   7.24
194503,  -3.56,  -4.36,  -5.13,  -4.94,  -3.91,  -4.47,  -6.54,  -6.36,  -7.95,  -9.14
194504,  12.17,  10.90,   8.73,   8.48,   8.68,   9.30,   8.76,   6.51,   7.96,   7.33
194505,   4.57,   5.47,   2.90,   3.29,   2.97,   3.04,   0.75,   2.04,   1.23,   3.78
194506,   3.62,   2.70,   3.75,   4.51,   2.64,   3.80,   1.32,   2.90,   4.90,   6.39
194507,  -2.08,  -2.36,  -2.10,  -3.20,  -2.84,  -2.90,  -3.77,  -1.96,  -5.31,  -8.23
194508,   4.56,   7.89,   8.89,   8.21,   6.78,   7.68,   6.49,   6.60,   5.65,   3.53
194509,   8.16,   5.63,   6.37,   5.71,   5.88,   6.10,   6.91,   6.28,   5.68,   5.82
194510,   7.18,   7.41,   4.89,   6.27,   5.70,   5.91,   6.24,   6.46,   7.18,   7.53
194511,   7.83,   7.24,  10.89,  10.04,  10.07,  10.64,   9.57,  10.04,   9.46,  10.10
194512,   3.09,   2.45,   2.68,   3.73,   3.67,   4.23,   1.15,   2.00,   0.87,   0.76
194601,  13.07,   9.15,   8.86,   9.34,   8.45,   8.68,  11.20,   8.50,  11.73,   5.77
194602,  -5.04,  -5.46,  -5.90,  -5.54,  -6.26,  -5.16,  -7.41,  -8.11,  -7.65,  -9.32
194603,   5.25,   5.18,   5.04,   5.61,   5.64,   5.20,   7.12,   6.86,   6.29,   6.15
194604,   3.33,   3.76,   4.01,   5.02,   4.32,   4.42,   5.11,   7.04,   8.16,   7.59
194605,   6.78,   6.02,   7.03,   6.35,   5.52,   5.79,   5.18,   4.45,   4.93,   3.24
194606,  -4.64,  -4.02,  -4.07,  -4.38,  -4.94,  -4.01,  -6.47,  -6.05,  -5.20,  -5.02
194607,  -2.89,  -4.61,  -4.27,  -3.81,  -4.72,  -4.30,  -4.46,  -5.60,  -2.98,  -3.96
194608,  -8.93,  -7.87,  -7.92,  -9.01,  -8.68,  -6.92,  -6.83,  -6.18,  -5.92,  -6.94
194609, -16.87, -15.53, -14.21, -13.98, -13.08, -13.37, -12.84, -11.83, -11.18, -11.86
194610,   1.08,  -0.99,  -1.98,  -0.49,  -0.82,  -1.22,  -2.04,  -2.83,  -1.26,  -1.54
194611,  -1.49,  -0.62,  -0.22,  -1.01,   1.18,   0.02,   0.16,   0.43,  -0.52,  -0.70
194612,   2.83,   5.30,   4.93,   4.87,   4.34,   4.42,   4.85,   6.00,   5.12,   4.59
194701,   6.11,   4.99,   5.43,   4.50,   2.51,   2.43,   3.58,   1.92,   1.12,  -2.45
194702,   0.38,  -0.02,  -0.29,  -1.05,  -0.78,   0.39,  -0.39,  -1.16,  -2.14,  -1.54
194703,  -3.26,  -3.82,  -2.85,  -1.96,  -2.19,  -2.90,  -2.70,  -3.53,  -2.67,  -4.74
194704, -11.63, -10.18,  -9.16,  -8.00,  -7.85,  -8.21,  -6.30,  -7.03,  -7.31,  -6.17
194705,  -6.44,  -5.34,  -4.36,  -3.50,  -3.89,  -2.87,  -1.84,  -3.68,  -2.41,  -3.63
194706,   6.62,   7.24,   4.96,   6.87,   6.72,   5.77,   4.77,   4.62,   4.81,   4.67
194707,   8.37,   8.19,   7.01,   7.06,   6.43,   6.72,   4.21,   6.60,   4.71,   2.80
194708,  -0.86,  -1.24,  -1.67,  -1.09,  -1.51,  -2.10,  -3.07,  -1.46,  -1.96,  -2.27
194709,   1.21,   0.01,  -0.64,   2.12,   0.84,  -0.09,  -0.43,   0.31,   0.14,   2.12
194710,   6.17,   4.73,   4.65,   3.80,   2.64,   2.50,   3.17,   2.92,   2.82,   0.52
194711,  -3.52,  -3.46,  -2.02,  -1.80,  -3.37,  -2.13,  -3.03,  -2.64,  -3.04,  -4.62
194712,   2.97,   1.90,   1.84,   1.03,   1.83,   2.43,   1.19,   3.16,   2.98,   3.72
194801,   3.71,   0.52,  -0.79,  -1.80,  -1.47,  -2.47,  -2.81,  -3.49,  -4.67,  -3.87
194802,  -4.97,  -4.89,  -6.08,  -6.74,  -6.02,  -5.79,  -6.50,  -6.61,  -5.41,  -6.16
194803,  12.19,  12.91,  11.30,  11.12,  10.18,  10.10,   7.09,   7.51,   7.33,   5.34
194804,   4.11,   1.98,   4.40,   3.99,   4.63,   3.57,   3.96,   4.42,   3.80,   4.19
194805,  10.21,   9.43,   9.48,   9.38,   8.89,   7.79,   8.30,   9.34,   6.93,   7.60
194806,  -0.22,  -0.15,  -1.12,  -1.70,   0.15,   0.18,  -2.33,  -1.73,  -2.79,  -2.62
194807,  -3.75,  -5.04,  -5.41,  -4.56,  -4.91,  -4.28,  -5.06,  -5.26,  -6.66,  -8.04
194808,  -0.34,   0.62,   0.50,  -0.10,  -0.86,  -0.63,  -0.09,   0.19,  -0.67,  -0.71
194809,  -4.65,  -4.54,  -4.50,  -3.20,  -4.22,  -2.84,  -3.69,  -3.92,  -4.61,  -5.86
194810,   7.78,   6.17,   5.74,   5.30,   6.04,   3.75,   5.12,   4.43,   4.63,   4.32
194811, -10.79,  -8.84,  -9.32,  -9.38,  -9.83, -11.33, -11.23, -10.51, -11.74, -13.18
194812,   0.99,   2.28,   1.06,   1.92,   1.33,   1.57,   1.08,   0.81,   0.50,   1.13
194901,   6.28,   3.65,   3.10,   2.80,   2.40,   1.08,   1.84,   0.37,  -0.45,  -2.70
194902,  -5.30,  -4.50,  -3.26,  -4.57,  -3.86,  -3.92,  -3.73,  -3.39,  -3.28,  -5.14
194903,   9.83,   6.99,   6.78,   5.75,   6.30,   4.42,   4.84,   4.73,   5.06,   4.62
194904,  -3.48,  -3.05,  -3.39,  -1.14,  -3.27,  -3.43,  -3.19,  -3.34,  -2.92,  -4.13
194905,  -7.00,  -6.13,  -3.83,  -4.69,  -4.68,  -3.46,  -3.38,  -1.99,  -2.91,  -5.01
194906,  -0.03,  -2.13,  -1.22,  -1.04,  -0.98,  -1.69,  -0.63,  -0.26,  -0.61,   0.74
194907,   8.98,   7.64,   7.64,   6.24,   5.14,   5.41,   5.43,   6.04,   5.05,   4.55
194908,   3.05,   4.19,   2.67,   2.49,   1.95,   3.24,   2.56,   1.77,   2.02,   1.30
194909,   5.83,   5.50,   4.31,   3.67,   4.62,   3.43,   3.77,   4.63,   4.40,   2.75
194910,   5.21,   5.07,   3.52,   3.92,   3.90,   4.25,   3.70,   3.65,   3.20,   2.69
194911,  -0.56,   1.66,   1.80,   2.37,   1.12,   1.75,   0.13,   1.26,   0.74,  -0.88
194912,  10.28,   8.77,   7.94,   7.91,   7.44,   5.50,   5.36,   5.60,   6.86,   4.98
195001,   5.55,   4.08,   4.47,   3.16,   4.10,   3.10,   4.31,   4.08,   4.07,   2.93
195002,   2.09,   2.13,   2.80,   0.95,   1.65,   1.48,   1.34,   1.29,   1.09,   1.26
195003,  -0.86,   1.46,   0.97,   0.03,  -0.92,  -0.43,  -0.93,   1.07,  -1.25,  -1.44
195004,   8.10,   6.32,   5.21,   3.57,   3.87,   4.49,   2.96,   3.78,   4.73,   4.70
195005,   4.76,   2.47,   3.09,   3.78,   4.32,   4.23,   3.69,   4.61,   2.61,   0.07
195006,  -7.50,  -7.53,  -6.91,  -7.28,  -6.41,  -6.12,  -7.21,  -7.90,  -8.27, -10.02
195007,   8.73,   8.16,   4.92,   3.28,   4.17,   5.02,   4.61,   3.65,   3.66,   4.70
195008,   7.76,   6.59,   6.50,   6.32,   5.15,   6.13,   5.02,   5.49,   0.87,   0.43
195009,   4.80,   6.50,   5.22,   6.21,   6.10,   4.74,   5.29,   5.66,   5.12,   4.76
195010,   1.87,   0.01,   1.17,   0.26,   0.12,  -0.37,   0.04,  -2.04,  -2.18,  -3.82
195011,   3.06,   2.57,   3.97,   2.97,   3.12,   4.40,   3.27,   2.90,   3.14,   2.61
195012,   7.87,   6.17,   5.70,   6.25,   7.61,   8.59,   8.93,   9.96,  11.26,  12.27
195101,   8.57,   8.50,   8.69,   7.99,   8.93,   8.36,   9.07,   6.69,   4.74,   3.85
195102,   1.63,   2.42,   2.42,   2.38,   1.56,   0.72,   0.54,   0.91,   0.56,  -1.44
195103,  -2.69,  -4.29,  -3.41,  -2.85,  -3.66,  -2.72,  -2.84,  -3.19,  -3.57,  -4.48
195104,   5.78,   5.39,   4.31,   4.57,   4.39,   3.48,   2.61,   3.26,   1.87,   4.51
195105,  -2.82,  -1.75,  -1.50,  -1.67,  -2.30,  -2.31,  -2.46,  -3.00,  -2.82,  -4.02
195106,  -7.31,  -4.90,  -5.33,  -3.85,  -3.84,  -4.14,  -3.58,  -1.87,  -3.97,  -5.72
195107,  11.10,   8.34,   7.69,   6.18,   4.89,   5.40,   4.04,   5.00,   3.86,   6.26
195108,   4.38,   4.92,   3.78,   4.70,   5.71,   4.83,   4.86,   5.26,   4.36,   4.36
195109,   3.27,   3.16,   2.37,   1.95,   2.67,   2.31,   1.48,   1.87,   3.07,   0.69
195110,  -1.56,  -1.16,  -1.17,  -1.69,  -2.25,  -2.42,  -2.95,  -3.75,  -2.77,  -4.40
195111,   2.39,   0.94,   0.98,   0.66,   0.71,   0.38,   0.85,   1.00,  -0.04,  -0.86
195112,   1.28,   1.28,   1.32,   1.42,   1.61,   2.06,   2.02,   1.46,   0.68,   1.89
195201,   2.44,   2.95,   1.91,   2.48,   2.24,   1.58,   2.10,   1.88,   0.26,  -0.67
195202,  -2.47,  -1.87,  -0.89,  -1.48,  -2.12,  -1.50,  -2.62,  -2.27,  -2.50,  -2.84
195203,   2.60,   3.38,   3.67,   3.62,   3.04,   2.79,   3.12,   2.80,   2.88,   0.54
195204,  -4.82,  -4.43,  -4.81,  -3.97,  -3.95,  -3.78,  -3.74,  -3.98,  -5.95,  -5.53
195205,   3.27,   2.54,   3.37,   1.72,   3.24,   1.46,   2.71,   2.11,   2.12,   1.85
195206,   3.59,   3.26,   3.93,   2.15,   3.48,   2.99,   2.91,   2.95,   2.89,   2.63
195207,   1.67,   0.94,   1.12,   2.25,   1.75,   2.28,   0.73,   0.48,  -0.02,  -0.78
195208,   0.61,  -0.82,   0.05,  -0.43,  -0.04,   0.71,   0.64,   0.39,  -0.16,  -0.53
195209,  -2.09,  -2.02,  -1.80,  -1.88,  -1.27,  -1.33,  -0.62,  -0.94,  -0.52,  -2.75
195210,  -1.17,  -0.82,  -1.23,  -0.83,  -0.88,  -1.20,  -1.87,  -0.70,  -1.32,  -1.36
195211,   6.23,   7.22,   6.77,   4.86,   4.96,   5.47,   5.09,   5.72,   4.81,   4.71
